Date,Open,High,Low,Close,Volume,Adj Close
2016-12-01,1480.530029,1553.599976,1461.660034,1527.300049,000,1527.300049
2016-11-01,1447.130005,1491.22998,1391.810059,1481.140015,000,1481.140015
2016-10-03,1439.829956,1473.47998,1422.089966,1446.349976,000,1446.349976
2016-09-01,1419.880005,1448.050049,1400.199951,1439.079956,000,1439.079956
2016-08-01,1388.829956,1429.109985,1347.089966,1418.140015,000,1418.140015
2016-07-01,1325.170044,1397.030029,1275.22998,1386.660034,000,1386.660034
2016-06-01,1369.579956,1369.680054,1240.680054,1323.579956,000,1323.579956
2016-05-02,1360.709961,1383.380005,1300.900024,1369.47998,000,1369.47998
2016-04-01,1360.790039,1422.790039,1323.550049,1360.709961,3713100,1360.709961
2016-03-01,1372.540039,1431.640015,1339.880005,1365.699951,000,1365.699951
2016-02-01,1357.130005,1385.800049,1247.060059,1372.540039,000,1372.540039
2016-01-04,1441.339966,1441.339966,1283.130005,1356.319946,000,1356.319946
2015-12-01,1536.280029,1546.530029,1388.780029,1446.819946,000,1446.819946
2015-11-02,1487.469971,1542.119995,1458.52002,1536.050049,000,1536.050049
2015-10-01,1432.400024,1515.22998,1396.199951,1499.22998,000,1499.22998
2015-09-01,1487.27002,1524.22998,1369.290039,1416.890015,3913900,1416.890015
2015-08-03,1615.439941,1638.119995,1405.01001,1501.069946,000,1501.069946
2015-07-01,1550.640015,1658.930054,1507.01001,1615.640015,000,1615.640015
2015-06-01,1648.469971,1657.589966,1537.930054,1541.660034,000,1541.660034
2015-05-04,1644.300049,1669.130005,1558.160034,1644.98999,000,1644.98999
2015-04-01,1661.790039,1720.02002,1615.449951,1628.040039,000,1628.040039
2015-03-02,1691.439941,1719.439941,1634.800049,1667.72998,3998300,1667.72998
2015-02-02,1576.170044,1695.369995,1567.630005,1691.030029,000,1691.030029
2015-01-02,1470.550049,1582.099976,1421.339966,1573.619995,000,1573.619995
2014-12-01,1454.209961,1479.369995,1386.609985,1464.550049,27933400,1464.550049
2014-11-03,1413.689941,1474.890015,1396.22998,1461.339966,79858800,1461.339966
2014-10-01,1396.47998,1414.079956,1246.560059,1412.839966,107793900,1412.839966
